movieID,genreID
157,18
158,10
158,3
159,19
159,14
159,5
160,13
160,10
160,5
160,20
161,14
161,11
161,18
162,4
163,13
163,15
163,7
164,19
164,12
164,5
164,11
165,13
165,19
165,11
166,9
166,19
166,14
168,13
168,14
168,15
169,10
169,3
169,14
170,13
170,10
170,19
170,11
171,9
171,14
172,13
172,20
172,11
173,13
173,19
173,20
174,9
175,14
176,9
177,8
178,9
178,14
179,14
179,15
180,9
180,15
181,13
181,3
183,9
183,8
183,11
184,14
185,13
185,19
185,11
186,9
186,15
187,9
188,2
188,8
188,5
189,9
189,2
190,11
191,14
191,15
193,14
194,9
194,14
195,9
195,14
195,15
196,8
196,20
198,13
198,19
198,14
198,5
198,20
198,11
199,14
199,17
199,15
201,14
201,2
202,14
202,15
203,9
204,13
205,9
205,14
206,4
207,14
207,15
208,13
208,10
208,20
209,14
210,7
211,14
212,10
212,9
212,19
212,5
213,14
214,14
214,18
215,14
215,15
216,9
217,14
217,11
218,9
218,14
219,14
220,8
222,14
222,15
223,9
224,9
224,14
224,15
225,14
225,11
227,13
227,11
228,9
229,14
229,11
230,14
230,11
231,10
231,9
232,9
232,14
232,15
233,14
234,9
235,9
235,14
236,13
236,9
236,15
237,9
237,15
238,10
238,3
239,1
239,3
239,9
239,15
240,11
241,3
241,14
242,14
242,17
243,3
243,9
243,2
246,4
247,19
247,14
248,9
249,14
249,15
250,3
250,9
251,13
252,9
252,15
253,14
253,8
254,14
255,9
256,9
256,20
257,5
257,11
258,10
258,3
258,9
258,2
258,15
259,19
259,14
259,11
260,13
260,10
260,20
261,14
262,3
262,14
263,14
265,14
265,2
265,15
266,14
266,15
266,18
266,7
267,9
269,14
270,14
270,15
271,14
272,9
272,14
273,14
273,8
273,20
274,9
275,9
276,9
276,15
277,14
278,9
279,14
280,14
280,11
281,9
281,14
281,15
282,14
283,19
283,14
284,13
284,19
285,14
285,8
287,9
287,15
288,13
288,19
288,11
289,9
289,15
290,19
290,14
291,14
291,11
292,13
292,14
292,20
292,11
293,13
293,19
293,14
293,11
294,9
294,15
295,9
295,15
296,9
296,19
296,14
296,11
298,14
299,14
300,14
301,14
301,15
302,14
302,15
303,13
303,11
303,7
304,9
304,14
305,9
306,14
307,14
308,9
308,14
310,9
311,8
311,11
312,9
313,1
313,3
314,3
314,14
314,2
314,5
315,13
315,14
315,11
316,13
316,10
316,20
317,9
317,14
317,2
318,19
318,14
319,9
319,14
319,11
320,12
320,11
321,14
322,9
322,14
324,9
324,14
325,9
326,14
327,13
327,9
327,20
328,8
328,11
329,10
329,14
329,20
330,13
330,19
330,8
331,14
332,8
332,20
333,9
334,14
335,5
335,11
336,14
336,18
337,14
338,13
338,20
338,11
339,9
339,15
340,10
340,14
340,18
341,14
342,9
343,3
344,9
345,9
345,14
346,14
346,17
347,14
347,12
347,15
348,9
349,13
349,19
349,14
349,11
350,14
350,5
350,11
351,9
351,14
351,15
352,9
352,14
353,13
353,19
353,2
353,11
354,14
355,3
355,9
355,2
356,9
356,14
356,15
356,18
357,9
357,15
358,14
359,9
359,14
359,15
360,13
360,9
361,9
361,14
361,15
362,10
362,3
362,15
363,4
364,10
364,1
364,3
364,14
364,17
364,6
365,14
366,14
366,8
366,5
366,11
367,13
367,9
367,19
367,2
368,10
368,9
368,7
369,14
370,13
370,9
371,9
371,14
372,9
372,14
372,15
373,11
374,3
374,9
376,13
376,11
377,13
377,15
377,11
378,9
378,15
379,13
379,20
379,11
380,13
380,10
380,9
380,15
380,11
381,14
381,15
382,14
382,8
382,15
382,11
383,7
384,13
384,19
384,14
385,14
386,14
387,13
387,9
388,14
389,14
389,15
389,18
390,13
390,19
390,14
391,19
391,14
393,13
393,10
393,2
405,13
405,2
406,14
407,8
407,11
408,14
409,19
409,14
410,3
410,9
410,2
412,14
413,9
414,9
415,9
415,11
416,7
417,9
417,15
418,14
419,9
420,13
420,9
420,19
420,11
421,10
421,3
421,14
422,11
423,13
423,11
424,14
425,14
425,15
426,8
426,20
426,11
427,14
427,5
427,15
427,11
428,14
429,9
430,9
430,14
431,19
431,14
432,10
432,9
432,7
433,9
434,13
434,10
434,11
435,9
435,20
436,14
436,11
437,9
438,13
438,9
438,14
440,9
440,15
441,9
442,13
442,10
442,20
444,9
444,15
445,9
446,14
446,15
448,14
449,9
450,9
450,14
451,14
451,5
451,15
452,14
453,9
453,15
454,14
454,11
455,10
455,3
455,14
456,19
456,14
456,11
457,11
458,14
458,7
459,13
459,10
459,19
459,14
459,15
459,11
460,9
461,14
461,15
464,13
464,10
464,19
464,11
466,13
466,9
466,18
467,9
468,9
468,15
469,14
469,15
470,9
471,9
472,9
472,14
473,9
473,18
474,13
474,11
475,14
476,9
476,14
477,14
477,17
478,9
478,19
478,14
479,13
479,19
479,11
480,13
480,10
480,20
480,11
481,14
481,11
482,19
482,14
482,11
484,10
484,3
485,13
485,10
485,9
485,2
486,9
487,9
487,7
488,14
488,15
489,9
490,11
491,14
492,9
492,5
493,13
493,19
493,14
494,13
494,10
494,11
495,14
496,9
496,14
496,15
496,11
497,9
497,15
499,9
499,15
500,9
500,14
501,14
502,13
502,3
502,15
504,13
504,14
504,20
505,9
506,14
506,2
506,15
507,19
507,14
507,11
508,14
509,14
509,15
510,14
511,13
511,14
512,8
512,20
513,9
513,5
513,15
514,9
515,14
515,15
516,9
516,14
517,13
517,14
517,5
518,9
519,13
519,19
519,14
519,20
519,11
520,9
521,19
521,11
522,13
522,14
523,14
524,14
526,14
527,14
527,18
528,9
528,14
529,14
531,3
531,14
532,9
532,19
532,8
533,13
533,10
533,2
533,5
534,14
534,15
535,14
536,14
537,14
538,14
539,9
539,14
539,15
540,11
541,13
541,20
541,11
542,9
542,14
542,15
543,9
543,15
543,11
544,13
544,19
546,13
546,10
546,3
546,9
546,2
546,20
547,13
547,10
547,11
548,13
548,5
548,11
549,14
549,17
550,9
550,15
551,1
551,3
551,2
551,17
552,13
552,10
552,9
552,15
553,13
553,14
553,7
555,19
555,11
556,4
558,13
558,10
558,1
558,3
558,2
562,9
562,14
563,14
563,15
564,9
567,9
567,14
568,9
568,14
569,9
569,14
573,14
574,9
574,14
575,3
575,9
577,10
577,3
577,14
579,19
579,11
580,14
581,4
583,9
583,14
585,9
586,3
586,9
587,9
587,14
587,2
587,15
587,11
588,10
588,1
588,3
588,9
588,17
589,13
589,20
590,10
590,14
590,7
592,13
592,19
592,11
593,19
593,8
593,11
594,1
594,3
594,14
594,2
594,17
595,1
595,3
595,2
595,17
595,15
595,6
596,1
596,3
596,2
596,17
597,9
597,15
599,10
599,7
600,13
600,9
600,19
602,4
605,14
605,15
606,2
606,8
608,9
608,19
608,14
608,11
609,10
609,3
610,13
610,10
610,1
610,8
610,20
611,13
611,8
611,20
612,9
613,14
613,15
615,9
615,14
616,1
616,3
617,9
617,14
618,9
618,15
619,9
626,9
627,14
627,11
628,19
628,14
628,5
628,11
631,10
631,1
631,3
631,2
631,17
631,15
632,14
632,18
633,9
634,9
635,9
635,14
636,14
637,9
638,15
639,9
639,14
640,14
640,11
645,14
647,13
647,19
647,14
647,18
648,13
648,10
648,5
648,11
649,9
649,14
650,14
653,13
653,10
653,2
656,9
661,10
661,1
661,3
661,2
661,17
662,11
663,9
665,9
665,14
665,18
667,13
668,14
670,14
671,9
671,20
673,10
673,1
673,3
673,9
673,2
673,20
674,10
674,9
674,20
678,14
678,11
679,14
680,14
680,5
680,15
680,20
680,11
685,14
688,13
688,10
688,9
688,18
691,9
691,15
692,13
692,20
692,11
694,13
694,19
694,14
695,5
695,11
697,14
697,15
698,14
700,9
703,14
704,13
704,10
706,14
707,19
707,14
707,11
708,9
708,15
709,10
709,1
709,3
709,9
709,17
710,9
711,10
711,3
714,14
714,5
714,7
715,14
715,15
718,9
718,2
718,20
719,9
720,10
720,1
720,9
722,4
724,14
724,2
724,8
724,11
725,9
726,14
728,9
731,19
731,11
733,13
733,10
733,11
735,8
736,13
736,10
736,15
736,11
737,13
737,20
741,1
741,20
742,8
742,11
743,9
745,1
745,3
745,9
747,9
748,13
748,20
748,11
750,9
750,18
757,14
759,4
760,14
760,18
761,13
761,10
762,9
762,19
764,14
764,15
765,9
765,14
766,14
773,14
775,8
775,5
778,9
778,19
778,14
779,14
779,15
780,13
780,10
780,20
780,11
781,14
782,14
782,11
783,1
783,3
783,14
783,17
783,15
784,9
784,11
785,9
786,13
786,14
786,11
788,9
788,2
788,15
788,20
790,14
791,4
795,14
798,13
798,10
798,14
798,11
799,9
799,8
799,11
800,14
800,5
800,7
801,3
801,9
802,14
802,15
803,9
803,14
803,15
804,9
804,15
805,14
805,11
806,19
806,14
808,10
808,3
809,13
809,10
810,3
810,9
810,2
813,9
818,9
823,14
824,14
824,5
828,10
828,3
829,9
829,2
829,17
830,9
832,19
832,11
833,9
835,14
836,13
836,10
836,11
837,3
837,9
837,2
838,9
838,14
838,15
839,13
839,11
840,3
840,9
841,8
842,9
842,8
848,14
849,13
849,10
849,20
849,11
851,14
852,9
852,14
852,15
858,19
858,14
861,13
861,9
861,19
861,11
866,19
866,14
866,15
866,11
867,9
867,19
869,19
869,14
869,17
869,11
870,9
875,13
875,19
875,14
876,13
876,9
876,19
876,11
879,8
879,11
880,20
880,11
881,3
881,9
882,14
882,11
885,3
885,14
885,2
886,13
886,9
886,19
888,10
888,1
888,3
888,17
889,14
889,15
891,8
891,11
892,9
892,14
892,15
893,14
896,14
897,10
897,14
897,15
897,18
898,9
898,14
898,15
899,9
899,17
899,15
900,17
900,15
901,9
901,17
902,14
902,15
903,14
903,5
903,15
903,11
904,5
904,11
905,9
905,15
906,14
906,11
907,9
907,17
907,15
908,13
908,10
908,5
908,15
908,11
909,9
909,14
909,15
910,9
910,19
911,9
911,19
911,5
911,15
911,11
912,14
912,15
913,12
913,5
914,9
914,14
914,17
914,15
915,9
915,15
916,9
916,14
916,15
917,3
917,14
918,17
919,10
919,3
919,2
919,17
920,14
920,15
920,18
921,9
922,14
922,12
922,15
923,14
923,5
924,10
924,14
924,20
926,14
927,9
928,14
928,5
928,15
928,11
929,14
929,12
929,5
929,11
930,12
930,15
930,11
931,5
931,15
931,11
932,14
932,15
933,19
933,5
933,15
933,11
934,9
935,9
935,17
936,9
936,15
937,9
937,15
938,17
940,13
940,10
940,15
941,10
942,19
942,12
942,5
943,14
943,2
943,15
944,14
945,9
945,17
945,15
946,9
946,14
946,18
947,9
947,15
948,14
948,15
948,7
949,14
950,9
950,19
951,9
951,15
952,10
952,9
953,3
953,14
953,2
953,15
954,14
955,9
955,15
956,14
956,15
959,14
961,14
963,17
965,14
965,5
965,11
968,8
968,20
968,11
969,10
969,9
969,15
969,18
970,10
970,9
970,19
970,14
970,15
971,14
973,9
973,14
976,15
976,18
979,14
979,18
981,14
982,14
984,9
984,14
986,10
986,3
987,14
987,15
988,9
988,14
990,13
990,10
990,11
991,14
993,14
994,9
994,14
996,13
996,19
996,14
996,11
998,13
998,19
999,19
999,12
1003,14
1003,11
1004,13
1004,11
1005,3
1005,9
1006,14
1007,3
1007,9
1007,7
1008,10
1008,7
1009,10
1009,3
1009,2
1010,3
1010,9
1011,3
1011,9
1011,2
1011,15
1012,3
1012,14
1013,3
1013,9
1013,15
1014,3
1014,9
1014,14
1015,10
1015,3
1015,14
1016,3
1016,9
1017,10
1017,3
1018,3
1018,9
1018,5
1019,10
1019,14
1019,20
1020,9
1021,3
1021,9
1022,1
1022,3
1022,2
1022,17
1022,15
1023,1
1023,3
1023,17
1024,1
1024,3
1024,17
1025,1
1025,3
1025,2
1025,17
1027,10
1027,14
1028,3
1028,9
1028,2
1028,17
1029,1
1029,3
1029,14
1029,17
1030,10
1030,1
1030,3
1030,17
1031,10
1031,3
1031,17
1032,10
1032,1
1032,3
1032,2
1032,17
1033,1
1033,3
1033,14
1034,9
1034,19
1034,14
1034,11
1035,17
1035,15
1036,13
1036,19
1036,11
1037,13
1037,8
1037,20
1037,11
1040,14
1041,14
1042,9
1042,14
1043,14
1043,15
1046,14
1046,15
1047,13
1047,14
1047,11
1049,13
1049,10
1050,4
1050,14
1051,14
1053,19
1053,14
1053,15
1054,14
1055,11
1056,14
1057,9
1057,17
1057,15
1059,14
1059,15
1060,9
1060,14
1061,11
1064,1
1064,3
1064,9
1064,2
1064,17
1064,15
1066,9
1066,17
1066,15
1068,19
1068,12
1073,3
1073,9
1073,2
1073,17
1076,14
1076,8
1076,11
1077,9
1077,20
1078,9
1078,18
1079,9
1079,19
1080,9
1081,9
1081,17
1081,15
1082,14
1083,9
1083,17
1084,19
1084,14
1085,10
1085,14
1086,19
1086,5
1086,11
1088,14
1088,17
1088,15
1089,19
1089,5
1089,11
1090,14
1090,18
1091,9
1092,19
1092,5
1092,11
1093,14
1094,14
1094,15
1094,11
1095,14
1096,14
1097,3
1097,14
1097,20
1099,3
1099,14
1099,2
1100,13
1100,14
1100,15
1101,13
1101,15
1103,14
1104,14
1105,8
1107,9
1111,4
1112,13
1112,9
1112,14
1114,19
1114,14
1116,14
1117,14
1119,14
1120,9
1120,14
1121,14
1123,4
1124,14
1125,9
1125,19
1126,9
1126,2
1127,13
1127,10
1127,20
1127,11
1128,8
1129,13
1129,10
1129,20
1129,11
1130,8
1130,5
1131,14
1131,5
1132,14
1135,9
1136,10
1136,9
1136,2
1137,15
1140,14
1144,4
1147,4
1148,1
1148,3
1148,9
1148,19
1150,14
1151,1
1151,9
1151,14
1151,2
1156,14
1161,14
1161,18
1162,9
1162,14
1163,14
1167,9
1170,13
1171,9
1172,14
1173,9
1173,14
1175,9
1175,14
1175,15
1176,14
1176,2
1176,15
1177,14
1177,15
1178,14
1178,18
1179,19
1179,14
1179,12
1180,9
1183,14
1183,15
1183,18
1184,9
1184,14
1185,14
1186,14
1187,14
1188,9
1188,15
1189,4
1190,19
1190,14
1190,15
1191,4
1191,17
1192,4
1193,14
1194,9
1196,13
1196,10
1196,20
1197,13
1197,10
1197,9
1197,2
1197,15
1198,13
1198,10
1199,2
1199,20
1200,13
1200,10
1200,8
1200,20
1201,13
1201,10
1201,7
1202,9
1203,14
1204,10
1204,14
1204,18
1206,19
1206,14
1206,20
1206,11
1207,14
1208,13
1208,14
1208,18
1209,13
1209,14
1209,7
1210,13
1210,10
1210,20
1211,14
1211,2
1211,15
1212,12
1212,5
1212,11
1213,19
1213,14
1214,8
1214,20
1215,13
1215,10
1215,9
1215,2
1215,8
1216,10
1216,14
1216,15
1217,14
1217,18
1218,13
1218,19
1218,14
1218,11
1219,19
1219,8
1220,13
1220,9
1220,17
1221,19
1221,14
1222,14
1222,18
1223,10
1223,1
1223,3
1223,9
1223,20
1224,13
1224,14
1224,15
1224,18
1225,14
1226,14
1226,15
1227,19
1227,14
1228,14
1230,9
1230,15
1231,14
1232,14
1232,5
1232,20
1233,13
1233,14
1233,18
1234,9
1234,19
1235,9
1235,14
1235,15
1236,9
1236,14
1236,15
1237,14
1238,9
1240,13
1240,20
1240,11
1241,9
1241,2
1241,8
1242,14
1242,18
1243,9
1243,14
1244,9
1244,14
1244,15
1245,19
1245,14
1245,12
1245,11
1246,14
1247,9
1247,14
1247,15
1248,19
1248,12
1248,11
1249,13
1249,19
1249,15
1249,11
1250,10
1250,14
1250,18
1251,14
1251,2
1252,19
1252,12
1252,5
1252,11
1253,14
1253,20
1253,11
1254,13
1254,10
1254,14
1254,7
1255,9
1255,8
1255,20
1256,9
1256,17
1256,18
1257,9
1257,15
1258,8
1259,10
1259,14
1260,19
1260,12
1260,11
1261,13
1261,9
1261,2
1261,8
1262,13
1262,10
1262,14
1262,18
1263,14
1263,18
1264,13
1264,14
1264,5
1264,15
1264,11
1265,9
1265,2
1265,15
1266,14
1266,7
1267,19
1267,11
1267,18
1268,9
1268,14
1269,9
1269,5
1269,11
1270,10
1270,9
1270,20
1271,9
1271,19
1271,14
1272,14
1272,18
1273,9
1273,14
1273,12
1274,13
1274,10
1274,1
1274,20
1275,13
1275,10
1275,2
1276,14
1277,9
1277,14
1277,15
1278,9
1278,2
1279,9
1279,14
1280,14
1281,9
1281,14
1281,18
1282,1
1282,3
1282,2
1282,17
1283,14
1283,7
1284,19
1284,12
1284,5
1285,9
1286,14
1286,15
1287,13
1287,10
1287,14
1288,9
1289,4
1290,14
1290,15
1291,13
1291,10
1292,9
1292,14
1293,14
1295,14
1296,14
1296,15
1297,9
1298,14
1298,17
1299,14
1299,18
1300,9
1300,14
1301,14
1301,20
1302,3
1302,14
1302,2
1303,10
1303,14
1304,13
1304,7
1305,14
1305,15
1306,10
1306,14
1306,20
1307,9
1307,15
1310,4
1312,14
1318,9
1318,14
1320,13
1320,8
1320,20
1320,11
1321,9
1321,8
1321,11
1322,8
1323,8
1324,8
1325,8
1326,8
1327,14
1327,8
1327,5
1327,11
1328,8
1329,8
1330,8
1331,8
1332,8
1332,11
1333,8
1333,11
1334,8
1334,20
1335,8
1335,5
1336,8
1336,11
1337,14
1337,8
1337,11
1339,2
1339,8
1339,15
1339,11
1340,14
1340,8
1340,20
1341,8
1342,8
1342,11
1343,11
1344,19
1344,14
1344,11
1345,14
1345,2
1345,8
1345,11
1346,14
1346,2
1346,8
1347,8
1347,11
1348,8
1349,8
1350,8
1350,5
1350,11
1351,19
1351,14
1351,11
1352,19
1352,11
1353,9
1353,14
1353,15
1354,14
1354,5
1355,8
1355,11
1356,13
1356,10
1356,20
1356,11
1357,14
1357,15
1358,14
1359,3
1359,9
1361,4
1363,14
1365,14
1366,14
1367,10
1367,3
1367,9
1370,13
1370,10
1370,11
1371,10
1371,20
1372,13
1372,5
1372,20
1373,13
1373,20
1374,13
1374,10
1374,20
1374,11
1375,13
1375,10
1375,20
1376,10
1376,9
1376,20
1377,13
1377,19
1378,13
1378,9
1378,7
1379,13
1379,7
1380,9
1380,17
1380,15
1381,9
1381,17
1381,15
1382,13
1382,14
1385,13
1385,14
1385,11
1387,13
1387,8
1388,8
1388,11
1389,13
1389,8
1390,9
1391,13
1391,9
1391,20
1392,9
1392,14
1393,14
1393,15
1394,9
1395,9
1395,14
1396,13
1396,9
1396,19
1396,14
1396,20
1397,14
1398,15
1398,18
1399,14
1401,14
1405,10
1405,1
1405,9
1405,19
1406,19
1406,14
1406,5
1406,11
1407,9
1407,8
1407,5
1407,11
1408,13
1408,15
1408,18
1408,7
1409,9
1409,14
1409,2
1409,15
1411,19
1411,14
1411,15
1412,14
1413,14
1414,9
1415,19
1415,14
1415,15
1416,14
1416,17
1417,14
1419,10
1419,14
1422,19
1422,14
1422,5
1422,11
1423,14
1425,9
1426,3
1427,13
1427,11
1428,14
1429,13
1429,10
1429,9
1429,11
1430,9
1430,11
1431,13
1431,9
1432,13
1432,9
1432,19
1432,14
1432,11
1437,14
1438,13
1438,11
1439,9
1440,9
1441,9
1441,15
1442,14
1445,9
1445,18
1446,9
1446,14
1447,19
1449,9
1453,9
1453,15
1454,9
1454,14
1456,9
1457,9
1457,14
1457,15
1458,14
1458,2
1458,15
1459,5
1459,11
1460,3
1460,9
1460,5
1461,9
1464,19
1464,14
1464,2
1464,12
1464,5
1464,15
1465,13
1465,14
1466,19
1466,14
1468,9
1468,15
1473,13
1473,9
1473,19
1473,14
1474,3
1474,9
1475,15
1476,9
1476,14
1477,15
1479,13
1479,15
1479,20
1479,11
1480,14
1480,11
1483,14
1483,11
1484,9
1484,14
1484,5
1484,15
1485,9
1487,14
1487,17
1488,13
1488,14
1488,11
1489,1
1489,3
1489,17
1490,9
1493,15
1495,13
1495,10
1495,3
1496,14
1496,15
1497,13
1498,14
1498,15
1499,13
1499,10
1499,11
1500,9
1500,19
1500,15
1502,14
1502,15
1503,9
1507,14
1507,18
1513,9
1514,15
1515,13
1515,14
1515,11
1516,9
1517,13
1517,10
1517,9
1518,13
1518,11
1519,14
1526,9
1527,13
1527,10
1527,9
1527,20
1529,9
1529,14
1533,14
1537,9
1537,14
1537,15
1541,9
1541,15
1542,9
1542,14
1542,15
1544,13
1544,10
1544,20
1544,11
1545,14
1546,9
1547,3
1547,14
1549,14
1549,15
1550,9
1550,15
1551,10
1551,3
1551,14
1552,13
1552,10
1552,11
1554,14
1554,15
1556,13
1556,15
1556,11
1562,13
1562,10
1562,2
1562,11
1564,9
1564,14
1564,15
1565,9
1565,11
1566,10
1566,1
1566,3
1566,9
1566,17
1569,9
1569,15
1571,9
1571,15
1572,14
1573,13
1573,19
1573,14
1573,11
1574,15
1580,13
1580,9
1580,20
1581,9
1582,10
1582,3
1583,3
1583,2
1584,14
1584,20
1585,9
1586,13
1586,14
1587,13
1587,10
1587,2
1588,3
1588,9
1589,13
1589,19
1589,14
1589,11
1590,8
1590,20
1590,11
1591,13
1591,10
1591,20
1591,11
1592,3
1592,9
1593,9
1593,15
1594,9
1594,14
1596,14
1597,14
1597,5
1597,15
1597,11
1598,19
1598,14
1598,11
1599,13
1600,14
1600,15
1601,19
1601,14
1601,12
1602,9
1603,8
1603,20
1603,11
1604,13
1604,9
1605,10
1605,15
1606,13
1606,10
1608,13
1608,11
1609,14
1609,11
1610,13
1610,10
1610,11
1611,14
1611,15
1612,9
1613,14
1614,9
1615,10
1615,14
1616,13
1616,11
1616,18
1617,19
1617,12
1617,5
1617,11
1619,10
1619,14
1619,18
1620,19
1620,14
1620,5
1620,11
1621,14
1623,8
1624,14
1625,14
1625,5
1625,11
1626,13
1626,14
1626,11
1627,19
1627,14
1627,5
1629,9
1629,15
1631,13
1631,11
1633,14
1635,14
1639,9
1639,14
1639,15
1641,9
1641,14
1642,9
1642,14
1643,14
1643,15
1644,8
1644,5
1644,11
1645,14
1645,5
1645,11
1646,3
1646,9
1646,15
1646,20
1647,19
1647,14
1647,11
1648,9
1648,14
1649,4
1650,14
1652,4
1653,14
1653,20
1653,11
1654,3
1654,14
1654,2
1655,14
1655,8
1655,11
1656,14
1656,15
1658,15
1658,11
1659,14
1660,14
1661,19
1661,5
1661,11
1662,19
1663,9
1663,18
1665,9
1667,13
1667,14
1670,14
1670,18
1671,19
1671,14
1671,11
1672,14
1673,14
1674,14
1674,15
1674,11
1675,19
1675,11
1676,13
1676,20
1677,9
1677,14
1678,14
1678,15
1679,9
1680,14
1680,15
1681,13
1681,10
1681,2
1682,9
1682,14
1682,20
1683,14
1683,15
1684,14
1684,15
1685,14
1685,15
1686,19
1686,11
1687,13
1687,11
1688,10
1688,1
1688,3
1688,14
1688,17
1689,9
1689,19
1689,11
1690,13
1690,8
1690,20
1693,14
1693,5
1694,14
1695,14
1696,14
1696,18
1699,9
1699,14
1701,9
1701,14
1702,3
1702,9
1702,2
1703,9
1704,14
1704,15
1707,3
1707,9
1711,19
1711,14
1711,5
1713,3
1713,9
1717,9
1717,8
1717,5
1717,11
1718,11
1719,14
1721,14
1721,15
1722,13
1722,10
1722,11
1726,13
1726,10
1726,14
1726,20
1727,14
1727,15
1729,19
1729,14
1729,11
1730,14
1731,9
1732,9
1732,19
1733,14
1733,15
1734,9
1734,14
1735,14
1735,15
1739,13
1739,3
1739,9
1746,9
1747,9
1748,10
1748,12
1748,20
1748,11
1752,13
1752,19
1752,11
1753,9
1754,19
1754,14
1754,2
1754,11
1755,9
1755,15
1757,14
1757,15
1759,14
1760,9
1762,13
1762,8
1762,20
1767,14
1767,15
1769,13
1769,19
1769,11
1770,19
1770,15
1770,11
1771,8
1772,13
1772,9
1772,17
1777,9
1777,15
1779,20
1779,11
1783,19
1783,14
1783,5
1783,15
1783,11
1784,9
1784,14
1784,15
1785,19
1785,11
1791,19
1791,14
1791,11
1792,13
1792,19
1792,11
1793,9
1794,9
1794,14
1797,4
1797,6
1798,11
1799,9
1799,19
1799,14
1799,5
1799,11
1801,13
1801,10
1801,14
1804,19
1804,14
1805,19
1805,14
1805,5
1805,11
1806,10
1806,3
1806,9
1807,14
1809,19
1809,14
1810,9
1810,14
1812,3
1812,9
1812,14
1816,9
1816,14
1821,9
1821,15
1824,9
1824,11
1825,9
1825,14
1826,10
1826,3
1827,9
1827,4
1829,14
1829,15
1831,13
1831,10
1831,20
1833,13
1833,14
1833,11
1834,19
1834,14
1834,5
1834,11
1835,14
1835,2
1835,15
1836,9
1836,14
1837,9
1839,9
1840,14
1841,14
1841,11
1844,14
1844,15
1845,9
1845,5
1845,11
1848,10
1848,3
1848,9
1848,2
1855,9
1856,4
1857,9
1858,13
1858,9
1859,14
1860,14
1862,8
1862,20
1863,9
1866,13
1866,9
1866,19
1867,13
1867,10
1870,9
1870,14
1873,19
1873,14
1873,15
1873,18
1875,9
1876,14
1876,20
1876,11
1881,10
1881,1
1881,3
1881,2
1881,17
1882,13
1882,20
1882,11
1883,9
1883,14
1883,15
1884,10
1884,9
1884,14
1885,9
1885,14
1885,15
1887,10
1887,9
1887,7
1888,9
1888,14
1888,15
1889,14
1889,5
1889,11
1891,8
1891,11
1892,11
1893,14
1894,10
1894,9
1894,15
1895,9
1895,14
1895,15
1897,14
1897,15
1900,9
1900,14
1902,14
1902,15
1904,9
1904,14
1906,9
1906,15
1907,10
1907,1
1907,3
1907,9
1907,14
1907,17
1907,15
1909,13
1909,19
1909,5
1909,20
1909,11
1910,9
1910,19
1910,14
1911,9
1912,9
1912,19
1912,14
1912,15
1912,11
1913,14
1913,5
1914,9
1914,14
1916,14
1916,15
1917,13
1917,15
1917,20
1917,11
1918,13
1918,9
1918,19
1918,11
1919,3
1919,9
1920,1
1920,3
1920,2
1920,18
1921,14
1921,20
1921,11
1922,14
1923,9
1923,15
1924,8
1924,20
1926,17
1927,13
1927,14
