movieID,crewID,occupationID,characters
18,nm0205423,4,"Jezebel (segment \""The Missing Ingredient\"")"
18,nm0004866,4,"Diana (segment \""The Missing Ingredient\"")"
18,nm0025978,2,
18,nm0734319,2,
18,nm0001675,2,
18,nm0000233,2,
18,nm0005062,2,
19,nm0132695,7,
19,nm0000120,1,Ace Ventura
19,nm0573862,1,Fulton Greenwall
19,nm0001003,1,Vincent Cadby
19,nm0264330,1,Ouda
19,nm0644203,2,
19,nm0077062,0,
19,nm0732708,3,
19,nm0006077,6,
19,nm0004241,5,
20,nm0005307,3,
20,nm0000648,1,John
20,nm0000437,1,Charlie Robinson
20,nm0000182,4,Grace Santiago
20,nm0086706,1,Donald Patterson
20,nm0747849,2,
20,nm0724514,0,
20,nm0521739,0,
20,nm0134635,3,
20,nm0287080,3,
21,nm0527099,6,
21,nm0000432,1,Harry Zimm
21,nm0000623,4,Karen Flores
21,nm0000362,1,Martin Weir
21,nm0000237,1,Chili Palmer
21,nm0001756,2,
21,nm0001465,0,
21,nm0291082,0,
21,nm0787834,3,
21,nm0792049,3,
22,nm0002366,6,
22,nm0000244,4,Helen Hudson
22,nm0000456,4,MJ Monahan
22,nm0000551,1,Ruben Goetz
22,nm0001530,1,Peter Foley
22,nm0000750,2,
22,nm0081189,0,
22,nm0535189,0,
22,nm0586969,3,
22,nm0850516,3,
23,nm0317279,3,
23,nm0000230,1,Robert Rath
23,nm0000104,1,Miguel Bain
23,nm0000194,4,Electra
23,nm0205863,1,Nicolai Tashlinkov
23,nm0001149,2,
23,nm0905152,0,
23,nm0905154,0,
23,nm0001338,0,
23,nm0262595,3,
24,nm0384190,7,
24,nm0005460,4,Jessie Caldwell
24,nm0001218,1,Jeremy 'Powder' Reed
24,nm0000448,1,Sheriff Doug Barnum
24,nm0000156,1,Donald Ripley
24,nm0759207,2,
24,nm0083696,3,
24,nm0342841,3,
24,nm0000025,6,
24,nm0956195,5,
25,nm0808780,7,
25,nm0000115,1,Ben Sanderson
25,nm0000223,4,Sera
25,nm0001696,1,Yuri
25,nm0507659,1,Peter
25,nm0001214,2,
25,nm3840714,0,
25,nm0147416,3,
25,nm0829176,3,
25,nm0002336,5,
26,nm0424900,5,
26,nm0000401,1,Othello
26,nm0000110,1,Iago
26,nm0001393,4,Desdemona
26,nm0662511,1,Cassio
26,nm0662529,2,
26,nm0000636,0,
26,nm0057655,3,
26,nm0736312,3,
26,nm0596495,6,
27,nm0131311,7,
27,nm0000207,4,Roberta
27,nm0000193,4,Samantha
27,nm0005280,4,Roberta
27,nm0000301,4,Teeny
27,nm0322128,2,
27,nm0454783,0,
27,nm0865297,3,
27,nm0006056,6,
27,nm0825336,5,
28,nm0198459,5,
28,nm0740500,4,Anne Elliot
28,nm0001354,1,Captain Wentworth
28,nm0281453,4,Lady Russell
28,nm0714874,1,Sir Walter Elliot
28,nm0585011,2,
28,nm0000807,0,
28,nm0213116,0,
28,nm0277974,3,
28,nm0760255,6,
29,nm0372910,3,
29,nm0000579,1,One
29,nm0256399,1,Krank
29,nm0900136,4,Miette
29,nm0684500,1,"Le scaphandrier"",""Les clones"
29,nm0001988,2,
29,nm0000466,2,
29,nm0012496,0,
29,nm0491011,0,
29,nm1069032,3,
30,nm0943195,3,
30,nm0000084,4,Xiao Jingbao
30,nm0508349,1,"Tang, the Gang Boss"
30,nm0944507,1,"Shuisheng, the boy"
30,nm0508554,1,"Liu, 6th Uncle"
30,nm0955443,2,
30,nm0270819,0,
30,nm0944481,0,
30,nm0549366,3,
30,nm0682177,3,
31,nm0171123,6,
31,nm0000201,4,Louanne Johnson
31,nm0001169,1,Hal Griffith
31,nm0005524,1,Mr. George Grandey
31,nm0000862,4,Mrs. Carla Nichols
31,nm0808807,2,
31,nm0425676,0,
31,nm0060103,0,
31,nm0000988,3,
31,nm0800971,3,
32,nm0118729,6,
32,nm0000246,1,James Cole
32,nm0000656,4,Kathryn Railly
32,nm0000093,1,Jeffrey Goines
32,nm0577828,1,Young Cole
32,nm0000416,2,
32,nm0003408,0,
32,nm0672459,0,
32,nm0672466,0,
32,nm0746273,3,
34,nm0922806,6,
34,nm0000342,1,Farmer Hoggett
34,nm0844294,4,Esme Hoggett
34,nm0004815,4,Babe
34,nm0546816,4,Fly
34,nm0003088,2,
34,nm0455404,0,
34,nm0004306,0,
34,nm0587964,3,
34,nm0593294,3,
36,nm0005683,5,
36,nm0000215,4,Sister Helen Prejean
36,nm0000576,1,Matthew Poncelet
36,nm0698764,1,Hilton Barber
36,nm0000855,1,Earl Delacroix
36,nm0000209,2,
36,nm0695878,0,
36,nm0453091,3,
36,nm0799886,3,
36,nm0730321,6,
38,nm0958666,5,
38,nm0000263,4,Diane Barrows
38,nm0000430,1,Roger Callaway
38,nm0001581,4,"Amanda Lemmon"",""Alyssa Callaway"
38,nm0001580,4,"Alyssa Callaway"",""Amanda Lemmon"
38,nm0855035,2,
38,nm0204456,0,
38,nm0189979,3,
38,nm0650561,3,
38,nm0285232,6,
39,nm0157096,7,
39,nm0000224,4,Cher
39,nm0001107,4,Dionne
39,nm0005261,4,Tai
39,nm0748620,1,Josh
39,nm0002132,2,
39,nm0492994,3,
39,nm0748784,3,
39,nm0457598,6,
39,nm0691084,5,
40,nm0000290,6,
40,nm0001321,1,James Jarvis
40,nm0000469,1,Rev. Stephen Kumalo
40,nm0475100,1,Theophilus Msimangu
40,nm0001165,1,John Kumalo
40,nm0740213,2,
40,nm0367838,0,
40,nm0665704,0,
40,nm0802081,3,
40,nm0869935,3,
41,nm0002303,6,
41,nm0005212,1,Richard III - Duke of Gloucester
41,nm0000906,4,Queen Elizabeth
41,nm0100815,1,Prince Edward of Lancaster
41,nm0223266,1,King Henry VI
41,nm0518644,2,
41,nm0264236,0,
41,nm0000636,0,
41,nm0063127,3,
41,nm0664179,3,
42,nm0000384,6,
42,nm0005478,1,Anthony Curtis
42,nm0202966,1,Kirby
42,nm0000676,1,Skip
42,nm0135585,1,Jose
42,nm0400436,2,
42,nm0400441,2,
42,nm0114285,0,
42,nm1088323,0,
42,nm1428229,3,
43,nm0665466,3,
43,nm0000375,1,Merivel
43,nm0000554,1,The King
43,nm0000667,1,Pearce
43,nm0908116,4,Celia
43,nm0001355,2,
43,nm0871857,0,
43,nm0910361,0,
43,nm0085502,3,
43,nm0111225,3,
44,nm0003392,6,
44,nm0000483,1,Lord Raiden
44,nm0795225,1,Liu Kang
44,nm0000798,1,Johnny Cage
44,nm0846480,1,Shang Tsung
44,nm0027271,2,
44,nm0095460,0,
44,nm0864880,0,
44,nm0238256,0,
44,nm0440415,3,
45,nm0004090,5,
45,nm0000173,4,Suzanne Stone
45,nm0000369,1,Larry Maretto
45,nm0001618,1,Jimmy Emmett
45,nm0000729,1,Russel Hines
45,nm0001814,2,
45,nm0562767,0,
45,nm0377750,0,
45,nm0957205,3,
45,nm0000384,6,
46,nm0002353,6,
46,nm0000213,4,Finn
46,nm0000995,4,Hy
46,nm0000843,4,Glady Joe
46,nm0185644,4,Young Finn
46,nm0602104,2,
46,nm0653307,0,
46,nm0026862,0,
46,nm0683579,3,
46,nm0762590,3,
47,nm0290358,7,
47,nm0000151,1,Somerset
47,nm0000093,1,Mills
47,nm0000228,1,John Doe
47,nm0001825,1,Dead Man at 1st Crime Scene
47,nm0000399,2,
47,nm0138287,3,
47,nm0465745,3,
47,nm0006290,6,
47,nm0451787,5,
48,nm0443855,0,
48,nm0000154,1,John Smith
48,nm0001373,4,Grandmother Willow
48,nm0000288,1,Thomas
48,nm0048589,1,Lon
48,nm0300265,2,
48,nm0325196,2,
48,nm0082772,0,
48,nm0335666,0,
48,nm0493857,0,
49,nm0232364,8,
49,nm0124481,4,Camille Baker
49,nm0006692,4,Petra Soft
49,nm0001089,1,Martin
49,nm0288944,1,Reverend DeBoer
49,nm0005390,2,
49,nm0871009,3,
49,nm0053427,6,
49,nm0462288,5,
49,nm0794156,7,
50,nm0191896,8,
50,nm0000228,1,Verbal
50,nm0000321,1,Keaton
50,nm0001590,1,Dave Kujan
50,nm0000286,1,McManus
50,nm0001741,2,
50,nm0003160,0,
50,nm0568120,3,
50,nm0653211,6,
50,nm0005875,5,
52,nm0000095,1,Lenny
52,nm0000227,4,Linda Ash
52,nm0086322,4,Greek Chorus
52,nm0147503,4,Greek Chorus
52,nm0339086,3,
52,nm0005688,5,
52,nm0607673,7,
52,nm0520288,8,
53,nm0006228,6,
53,nm0516272,1,Gino
53,nm0686375,1,Fiore
53,nm0587549,1,Selimi
53,nm0224076,1,Spiro (alias Michele Talarico)
53,nm0002167,2,
53,nm0691794,0,
53,nm0785258,0,
53,nm0147601,3,
53,nm0147603,3,
54,nm0757136,8,
54,nm0000430,1,Sheriff Tom Palmer
54,nm0001882,4,Miss Anna Montgomery
54,nm0761587,1,Coach Jay Huffer
54,nm0856012,1,Edwin V. Douglas
54,nm0805965,2,
54,nm0083696,3,
54,nm0006055,6,
54,nm0005659,5,
54,nm0511219,7,
55,nm0000492,4,Sadie Flood
55,nm0001858,4,Georgia Flood
55,nm0505971,1,Jake
55,nm0001611,1,Axel Goldman
55,nm0343260,2,
55,nm0193009,0,
55,nm0452654,5,
55,nm0459703,7,
55,nm0169555,8,
57,nm0005759,5,
57,nm0000456,4,Claudia Larson
57,nm0000843,4,Adele Larson
57,nm0000375,1,Tommy Larson
57,nm0001164,1,Henry Larson
57,nm0000149,2,
57,nm0705331,0,
57,nm0725379,0,
57,nm0707475,3,
57,nm0006142,6,
58,nm0147601,3,
58,nm0873385,1,Mario Ruoppolo
58,nm0634159,1,Pablo Neruda
58,nm0002029,4,Beatrice Russo
58,nm0769237,1,Telegrapher
58,nm0705535,2,
58,nm0805073,0,
58,nm0769249,0,
58,nm0769250,0,
58,nm0667657,0,
60,nm0823661,3,
60,nm0769136,1,Omri
60,nm0514342,1,Little Bear
60,nm0001080,4,Jane
60,nm0420955,1,Victor
60,nm0000568,2,
60,nm0052209,0,
60,nm0558953,0,
60,nm0005086,3,
60,nm0550881,3,
61,nm0006133,6,
61,nm0000398,4,Karen McCann
61,nm0000662,1,Robert Doob
61,nm0000438,1,Mack McCann
61,nm0122466,4,Julie McCann
61,nm0772259,2,
61,nm0392788,0,
61,nm0798646,0,
61,nm0415425,0,
61,nm0506548,3,
62,nm0004383,6,
62,nm0000377,1,Glenn Holland
62,nm0000444,4,Iris Holland
62,nm0858988,1,Bill Meister
62,nm0001156,4,Principal Jacobs
62,nm0378893,2,
62,nm0242059,0,
62,nm0181202,3,
62,nm0276059,3,
62,nm0634445,3,
63,nm0367630,7,
63,nm0915465,1,Ashtray
63,nm0005541,1,Loc Dog
63,nm0005540,1,Mailman
63,nm0429385,4,Dashiki
63,nm0054077,2,
63,nm0064556,0,
63,nm0324970,3,
63,nm0055649,6,
63,nm0104996,5,
64,nm0597232,6,
64,nm0000113,4,Roz
64,nm0001459,1,Francis 'Frank' O'Brien
64,nm0226820,1,Evan Marsh
64,nm0001433,1,FBI Agent O'Malley
64,nm0071611,2,
64,nm0035836,0,
64,nm0501181,0,
64,nm0732708,3,
64,nm0322684,6,
65,nm0545085,0,
65,nm0001736,1,Bud Macintosh
65,nm0000286,1,Doyle Johnson
65,nm0040472,1,Dr. Noah Faulkner
65,nm0236225,4,Olivia Biggs
65,nm0089176,2,
65,nm0498963,0,
65,nm0669692,0,
65,nm0089820,0,
65,nm0462835,0,
66,nm0751505,5,
66,nm0000920,1,Dr. Benjamin Trace
66,nm0001242,1,Jobe Smith
66,nm0639432,1,Peter Parkette
66,nm0693531,4,Dr. Cori Platt
66,nm0542752,2,
66,nm0591160,0,
66,nm0289092,3,
66,nm0800692,3,
66,nm0006077,6,
68,nm0581000,7,
68,nm0000721,4,Loli
68,nm0001929,4,Marijo
68,nm0149260,1,Laurent Lafaye
68,nm0390458,1,Antoine
68,nm0095579,0,
68,nm0041462,0,
68,nm0001945,3,
68,nm0540652,6,
68,nm0061434,5,
69,nm0068684,8,
69,nm0001084,1,Craig Jones
69,nm0000676,1,Smokey
69,nm0000505,4,Debbie
69,nm0001474,1,Deebo
69,nm0336620,2,
69,nm0690770,0,
69,nm0152788,3,
69,nm0006685,5,
69,nm0141713,7,
70,nm0622897,5,
70,nm0000172,1,Jacob Fuller
70,nm0000123,1,Seth Gecko
70,nm0000496,4,Kate Fuller
70,nm0000233,1,Richard Gecko
70,nm0001675,2,
70,nm0476071,0,
70,nm0638089,3,
70,nm0855283,3,
70,nm0006251,6,
71,nm0100904,5,
71,nm0000287,1,Det. Max Kirkpatrick
71,nm0000340,4,Kate McQuean
71,nm0000925,1,Col. Ilya Pavel Kazak
71,nm0001520,1,Lt. Meyerson
71,nm0802617,2,
71,nm0331514,0,
71,nm0281969,0,
71,nm0005428,3,
71,nm0006183,6,
72,nm0317004,7,
72,nm0357979,1,Grover
72,nm0000655,1,Chet
72,nm0332489,1,Pete
72,nm0446070,4,Gail
72,nm0000876,2,
72,nm0075427,0,
72,nm0145338,3,
72,nm0551108,6,
72,nm0077149,5,
73,nm0006166,6,
73,nm0000901,1,"Henri Fortin"",""Jean Valjean"
73,nm0099378,1,André Ziman
73,nm0553402,4,Elise Ziman
73,nm0500992,4,La fille Ziman
73,nm0500988,2,
73,nm0401076,0,
73,nm0053334,6,
73,nm0073368,6,
73,nm0006162,6,
74,nm0475957,7,
74,nm0000225,1,Lewis Farrell
74,nm0000524,4,Lisa Walker
74,nm0781899,4,Kim
74,nm0000982,1,Danny
74,nm0325533,2,
74,nm0591051,3,
74,nm0789688,3,
74,nm0006016,6,
74,nm0453981,5,
75,nm0628056,6,
75,nm0001548,1,David Leary
75,nm0000792,1,Rosco Bigger - Fang
75,nm0680541,4,Victoria
75,nm0001406,4,Faith
75,nm0591171,2,
75,nm0425756,0,
75,nm0287811,3,
75,nm0723676,3,
75,nm0732708,3,
76,nm0077686,3,
76,nm0000693,1,Joe Hendricksson
76,nm0001163,1,Becker
76,nm0748075,4,Jessica Hanson
76,nm0490774,1,Ace Jefferson
76,nm0240995,2,
76,nm0001140,0,
76,nm0639321,0,
76,nm0854185,0,
76,nm0061432,3,
77,nm0836759,5,
77,nm0630113,9,Self
77,nm0042106,10,Self
77,nm0099554,10,Self
77,nm0099555,10,Self
77,nm0644467,2,
77,nm0581578,3,
77,nm0685364,3,
77,nm0442324,5,
77,nm0718945,5,
78,nm0356423,8,
78,nm0000197,1,Freddy Gale
78,nm0001556,1,John Booth
78,nm0001378,4,Mary
78,nm0000705,4,Jojo
78,nm0000576,2,
78,nm0357464,3,
78,nm0006217,6,
78,nm0005936,5,
78,nm0144203,7,
79,nm0006133,6,
79,nm0000193,4,Annie
79,nm0000285,1,Teacher
79,nm0330687,1,Oliver
79,nm0001254,1,Eddie
79,nm0001270,2,
79,nm0205923,0,
79,nm0848217,0,
79,nm0184620,3,
79,nm0005563,3,
80,nm4846516,8,
80,nm0595869,4,Razieh
80,nm0435760,1,Ali
80,nm0649746,4,Mother
80,nm0096941,4,Old Lady
80,nm0070159,2,
80,nm0452102,0,
80,nm0787526,0,
80,nm0563317,3,
80,nm0415272,5,
81,nm0204567,5,
81,nm0000412,1,Jimmy 'The Saint' Tosnia
81,nm0000686,1,The Man with the Plan
81,nm0000502,1,Pieces
81,nm0001235,1,Franchise
81,nm0001219,2,
81,nm0003298,0,
81,nm0570462,3,
81,nm0940531,3,
81,nm0006016,6,
82,nm0823725,5,
82,nm0002168,4,Antonia
82,nm0213912,1,Boer Bas
82,nm0887675,4,Thérèse
82,nm0234579,4,Danielle
82,nm0331296,2,
82,nm0180168,3,
82,nm0212355,3,
82,nm0937770,3,
82,nm0782794,6,
83,nm0170666,6,
83,nm0293272,1,Poppa
83,nm0711118,4,Ma Ponk
83,nm0502442,1,Uncle Melvin
83,nm0446780,4,Ma Pearl
83,nm0005347,2,
83,nm0851492,0,
83,nm0178294,0,
83,nm0071929,3,
83,nm0118729,6,
85,nm0049436,6,
85,nm0753314,1,William Adamson
85,nm0000218,4,Matty Crompton
85,nm0000475,4,Eugenia Alabaster Adamson
85,nm0447305,1,Sir Harald Alabaster
85,nm0351993,2,
85,nm0125706,0,
85,nm0351911,0,
85,nm0379053,3,
85,nm0649715,3,
86,nm0485897,3,
86,nm0000313,1,Sheldon 'Skipper'
86,nm0328751,4,Dr. Alice Sheldon
86,nm0001698,1,McCrea
86,nm0937930,1,Chuck Gieg
86,nm0000631,2,
86,nm0317335,0,
86,nm0840307,0,
86,nm0733149,0,
86,nm0689316,3,
87,nm0006108,6,
87,nm0004517,1,Robert Grant
87,nm0001159,4,Mrs. Dubrow
87,nm0005156,1,Kyle Grant
87,nm0000391,1,Lord Rutledge
87,nm0477129,2,
87,nm0394201,0,
87,nm0333949,0,
87,nm0085542,3,
87,nm0937208,3,
88,nm0016584,7,
88,nm0000394,1,Mike Donnelly
88,nm0005450,1,Steve Dodds
88,nm0001513,1,Al Donnelly
88,nm0002056,4,Governor Tracy
88,nm0790715,2,
88,nm0937748,0,
88,nm0584427,3,
88,nm0743919,6,
88,nm0645401,5,
89,nm0830615,7,
89,nm0000136,1,Gene Watson
89,nm0000686,1,Mr. Smith
89,nm0153733,4,Lynn Watson
89,nm0001165,1,Huey
89,nm0000824,2,
89,nm0242059,0,
89,nm0006265,6,
89,nm0906096,5,
89,nm0607359,7,
92,nm0849232,3,
92,nm0000210,4,Mary Reilly
92,nm0000518,1,"Dr. Henry Jekyll"",""Mr. Edward Hyde"
92,nm0170552,1,Mr. Poole
92,nm0002091,1,Mary's Father
92,nm0001241,2,
92,nm0553168,0,
92,nm0358960,0,
92,nm0382278,3,
92,nm0849231,3,
93,nm0513791,3,
93,nm0000552,1,"Maximillian"",""Preacher Pauly"",""Guido"
93,nm0000291,4,Rita
93,nm0005300,1,Justice
93,nm0362429,1,Julius
93,nm0000127,2,
93,nm0528487,0,
93,nm0614151,0,
93,nm0524710,0,
93,nm0662134,0,
94,nm0937800,7,
94,nm0000369,1,Tommy 'Birdman' Rowland
94,nm0000459,1,Willie Conway
94,nm0001187,1,Michael 'Mo' Morris
94,nm0001272,4,Tracy Stover
94,nm0001130,2,
94,nm0003298,0,
94,nm0940531,3,
94,nm0347465,6,
94,nm0453981,5,
95,nm0001877,6,
95,nm0000237,1,Vic Deakins
95,nm0000225,1,Riley Hale
95,nm0000526,4,Terry Carmichael
95,nm0005148,1,Colonel Max Wilkins
95,nm0000247,2,
95,nm0003662,0,
95,nm0045927,3,
95,nm0151835,3,
95,nm0330428,3,
96,nm0367733,8,
96,nm0540585,1,Joe Harper (Hamlet)
96,nm0001972,1,"Henry Wakefield (Claudius, the Ghost, and the Player King)"
96,nm0153381,4,Molly
96,nm0001058,4,Margaretta D'Arcy
96,nm0000110,2,
96,nm0057655,3,
96,nm0950788,6,
96,nm0484249,5,
96,nm0268294,7,
97,nm0690720,8,
97,nm0001993,1,Vinz
97,nm0468003,1,Hubert
97,nm0846548,1,Saïd
97,nm0315760,1,Abdel
97,nm0440913,2,
97,nm0744384,3,
97,nm1125169,6,
97,nm0044545,5,
97,nm0829054,7,
99,nm0281569,10,Self
99,nm0112374,1,Narrator
99,nm3189486,4,Innocent actress
99,nm0018208,10,Self
99,nm0001959,4,Actor
99,nm0074011,6,
99,nm0460069,5,
99,nm0089238,7,
99,nm0104204,10,Self
99,nm0177517,10,Self
100,nm0612529,3,
100,nm0000199,1,Mayor John Pappas
100,nm0000131,1,Deputy Mayor Kevin Calhoun
100,nm0000403,4,Marybeth Cogan
100,nm0000732,1,Frank Anselmo
100,nm0000887,2,
100,nm0513601,0,
100,nm0001707,0,
100,nm0683380,0,
100,nm0325743,0,
101,nm0605758,7,
101,nm0005561,1,Anthony Adams
101,nm0005562,1,Dignan
101,nm0235684,1,Dr. Nichols
101,nm0288800,4,Grace
101,nm0027572,2,
101,nm0362936,3,
101,nm0686895,3,
101,nm0006205,6,
101,nm0005934,5,
102,nm0006268,6,
102,nm0001122,4,Martha Alston
102,nm0000597,1,Whitman Crawford
102,nm0000349,4,Inga Gunther
102,nm0001777,1,Jack Tramonte
102,nm0145309,2,
102,nm0558533,0,
102,nm0251328,0,
102,nm0613248,0,
102,nm0441794,3,
103,nm0005749,5,
103,nm0000501,1,David Krane
103,nm0000400,4,Martha Briggs
103,nm0001075,1,Don Bresler
103,nm0001520,1,Stewart Gleick
103,nm0001093,2,
103,nm0311469,0,
103,nm0209569,3,
103,nm0776646,3,
103,nm0002366,6,
104,nm0324122,7,
104,nm0001191,1,Happy Gilmore
104,nm0001520,1,Shooter McGavin
104,nm0100866,4,Virginia Venit
104,nm0062844,4,Grandma
104,nm0240797,2,
104,nm0379056,0,
104,nm0800465,3,
104,nm0006205,6,
104,nm0016473,5,
105,nm0185088,7,
105,nm0000142,1,Robert Kincaid
105,nm0000658,4,Francesca Johnson
105,nm0179960,4,Carolyn Johnson
105,nm0805789,1,Michael Johnson
105,nm0481418,0,
105,nm0909077,0,
105,nm0005086,3,
105,nm0006215,6,
105,nm0005726,5,
106,nm0716690,7,
106,nm0775056,4,Fanny Fink
106,nm0762997,1,Orfeo de Altamar
106,nm0901908,1,Lothar Sticker
106,nm0873142,4,Madeleine
106,nm0246903,2,
106,nm0399338,3,
106,nm0781496,3,
106,nm0718426,6,
106,nm0005927,5,
107,nm0366337,0,
107,nm0000347,1,Long John Silver
107,nm0175262,1,Billy Bones
107,nm0766837,4,Mrs. Bluveridge
107,nm0084107,1,Jim Hawkins
107,nm0005008,2,
107,nm0485298,2,
107,nm0829044,0,
107,nm0432075,0,
107,nm0857130,0,
108,nm0877258,10,Self
108,nm0015823,10,Self
108,nm0004714,10,Self
108,nm1193699,10,Self
108,nm0494889,2,
108,nm3030395,3,
108,nm1723640,6,
108,nm0572229,6,
108,nm0320113,7,
110,nm0742475,7,
110,nm0000154,1,William Wallace
110,nm0000521,4,Princess Isabelle
110,nm0001526,1,Longshanks - King Edward I
110,nm0005171,1,Robert the Bruce
110,nm0908824,0,
110,nm0202704,3,
110,nm0480440,3,
110,nm0000035,6,
110,nm0001799,5,
111,nm0152469,5,
111,nm0000134,1,Travis Bickle
111,nm0000149,4,Iris
111,nm0001732,4,Betsy
111,nm0000983,1,Tom
111,nm0000217,2,
111,nm0001707,0,
111,nm0680539,3,
111,nm0680635,3,
111,nm0002136,6,
112,nm0910996,6,
112,nm0000329,1,Keung
112,nm0611315,4,Elaine
112,nm0948123,4,Nancy
112,nm0876603,1,Uncle Bill
112,nm0867262,2,
112,nm0849282,0,
112,nm0530853,0,
112,nm0876602,3,
112,nm0006254,6,
113,nm0005907,5,
113,nm0000658,4,Carolyn Ryan
113,nm0000553,1,Ben Ryan
113,nm0000411,1,Jacob Ryan
113,nm0919733,4,Judith Ryan
113,nm0775447,2,
113,nm0114595,0,
113,nm0848217,0,
113,nm0389098,3,
113,nm0006290,6,
116,nm0000110,1,Narration
116,nm0000335,4,Diary Readings
116,nm13779449,10,Self
116,nm12336445,10,Self - Anne's Friend
