movieID,countryID
1227,US
1893,DE
8666,US
390,US
4146,US
4146,GB
4146,DE
555,US
555,FR
5388,US
6769,CA
6870,US
46965,US
4640,JP
4640,GB
4640,US
480,US
1544,US
4638,US
2720,US
6696,CA
3160,US
1209,IT
1209,US
7894,IT
7894,ES
7299,FR
7323,DE
1279,GB
1279,FR
1279,DE
1279,US
1279,JP
36535,US
1235,US
2712,GB
2712,US
2019,JP
1214,GB
1214,US
45720,US
45720,FR
1377,US
1347,US
1347,GB
1394,US
1245,US
1961,US
933,US
1233,DE
44199,US
1203,US
2951,DE
2951,ES
2951,IT
4014,GB
4014,US
7438,US
8810,GB
8810,DE
8810,US
8810,CZ
2132,US
236,US
236,GB
37741,CA
37741,US
81,US
8784,US
1092,US
1092,FR
1962,US
2966,US
2966,GB
7234,IT
97,FR
594,US
1183,GB
1183,US
41566,US
41566,GB
153,US
1562,US
30810,US
1251,IT
1251,FR
5995,PL
5995,DE
5995,GB
5995,FR
527,US
5218,US
903,US
7206,FR
7206,IT
1201,IT
1201,ES
1201,DE
1201,US
6579,US
2232,CA
1028,US
8361,US
8645,US
8645,CO
8645,EC
27482,CA
32213,CA
8154,IT
8154,FR
56801,US
5298,US
5298,FR
36276,DE
36276,IT
36276,FR
36276,AT
25,FR
25,US
25,GB
3569,FR
3569,DK
3569,ES
3569,NL
3569,DE
3569,IT
3569,SE
4995,US
1059,MX
1059,AU
1059,US
6218,GB
6218,US
6218,DE
44851,DE
3408,US
1964,US
1611,US
3925,US
3925,DE
6953,US
1921,US
1084,US
3019,US
3744,DE
3744,US
5135,IT
5135,DE
5135,US
5135,IN
5135,FR
3729,US
7044,US
969,GB
969,US
1704,US
1237,SE
2997,US
48385,GB
48385,US
3147,US
1089,US
34542,US
7560,US
45442,US
7160,US
4611,US
2181,US
482,US
482,FR
6942,GB
6942,FR
2671,GB
2671,US
1193,US
46967,GB
46967,US
1086,US
235,US
55067,DE
16,FR
16,US
1220,US
3479,US
290,NZ
1223,GB
1148,GB
745,GB
38038,GB
38038,US
68791,GB
68791,DE
68791,US
2942,US
1219,US
32300,US
3678,US
5818,MX
1923,US
42004,US
1727,US
5291,JP
851,US
2959,US
2013,US
4644,IT
4644,BE
4644,CH
7371,DE
7371,FR
7371,SE
7371,NL
7371,DK
7371,NO
7371,GB
6542,FI
6542,RU
5349,US
8636,US
52722,US
31696,US
31696,DE
1036,US
1676,US
2617,US
5679,JP
5679,US
904,US
150,US
4847,IT
4847,FR
1333,US
2178,GB
2183,US
5608,DE
5608,US
599,US
45,GB
45,CA
45,US
1387,US
1388,US
4124,US
590,GB
590,US
44555,FR
44555,DE
1080,GB
6383,US
6383,DE
4886,US
1747,US
7147,US
45081,FR
45081,CA
45081,US
45081,JP
5992,US
45447,US
3730,US
3503,SU
8529,US
1207,US
3095,US
1721,US
6016,FR
6016,BR
922,US
1222,GB
1222,US
1097,US
780,US
2571,US
6365,US
6934,US
1959,US
1580,US
5459,US
1994,US
41997,CA
41997,FR
41997,US
31410,DE
31410,IT
31410,AT
5147,SE
7318,US
7143,NZ
7143,JP
7143,US
1805,US
7065,US
3257,US
2716,US
1380,US
3355,ES
3355,FR
1079,US
1079,GB
3168,US
1299,GB
25771,FR
778,GB
253,US
50,US
919,US
8125,US
3196,US
4246,GB
3706,CA
3706,US
3706,GB
6645,US
2324,IT
1464,FR
1464,US
1307,US
5989,US
3949,US
1304,US
3742,SU
4370,US
2949,GB
37830,JP
7064,FR
154,IT
154,FR
6796,US
5060,US
7458,MT
7458,US
7458,GB
1348,DE
1945,US
1305,GB
1305,US
1305,DE
1305,FR
2948,US
2948,GB
2947,GB
1161,FR
1161,DE
1161,PL
2993,GB
31522,DE
8477,FR
55577,US
736,US
1287,US
2357,FR
2357,BR
7569,GB
3633,GB
27773,KR
4896,GB
4896,US
5816,GB
5816,US
8368,GB
8368,US
40815,GB
40815,US
54001,GB
54001,US
4310,US
2066,US
1200,US
296,US
3984,GB
3984,US
3639,GB
3639,US
1584,US
36,GB
36,US
105,US
26052,FR
3635,US
3635,GB
2361,US
30825,US
1258,US
1258,GB
535,US
1244,US
3638,GB
2989,US
2989,GB
7570,GB
8609,US
1104,US
1230,US
2863,GB
926,US
2376,GB
4005,GB
2990,US
2990,GB
10,GB
10,US
4019,US
357,GB
357,US
509,AU
509,NZ
509,FR
1722,GB
1722,US
4741,IT
4741,DK
4741,NO
4741,SE
1101,US
2762,US
1960,GB
1960,FR
1960,CN
1960,IT
8874,GB
8874,FR
8874,US
44191,US
44191,GB
44191,DE
1573,US
70,US
1282,US
4356,US
1136,GB
1241,NZ
4105,US
1261,US
1215,US
69844,US
69844,GB
4865,GB
4865,CZ
4865,US
1213,US
920,US
586,US
2953,US
46578,US
32898,FR
6783,FR
3134,FR
7209,FR
6985,FR
1653,US
1293,IN
1293,GB
1446,GB
1446,CZ
1446,FR
3897,US
33679,US
33679,CH
500,US
26158,CS
1128,US
39400,FR
39400,CA
39400,US
1090,GB
1090,US
2076,US
1350,US
1835,DE
1835,US
2541,US
7327,SE
25963,MX
3448,US
2729,GB
2729,US
26003,FR
916,US
2160,US
45662,US
47,US
4306,US
8360,US
53121,US
5410,US
588,US
2791,US
1321,GB
1321,US
1517,DE
1517,US
2683,US
5481,US
1061,US
3386,US
3386,FR
6777,US
8157,JP
4308,US
4308,AU
2443,US
1250,US
1250,GB
7116,FR
1253,US
1252,US
1301,US
8447,US
1260,DE
6611,IT
42738,US
6774,CA
3363,US
26242,US
3471,US
2021,US
30846,US
30846,AU
4144,NL
4144,FR
4144,HK
27266,DE
27266,IT
27266,CN
27266,FR
27266,HK
2186,US
1909,US
1909,CA
2193,US
5039,US
4275,IT
4275,US
4275,GB
4275,ES
2804,US
2804,CA
2927,GB
4223,US
4223,FR
4223,IE
4223,GB
4223,DE
367,US
5010,US
5010,GB
2987,US
2028,US
539,US
2020,US
2020,GB
6979,US
2916,US
1,US
3114,US
1020,US
3698,US
8970,GB
8970,US
540,US
44204,GB
44204,ZA
4643,US
8327,JP
2529,US
899,US
2739,US
1949,GB
25788,US
3489,US
82,GB
82,NL
82,BE
2268,US
7460,US
1483,CA
1483,US
1483,GB
8494,US
1939,US
355,US
3564,US
6787,US
1175,FR
26150,SU
670,IN
6918,IN
7062,US
955,US
3307,US
29,DE
29,GB
29,ES
29,BE
29,FR
1276,US
2067,US
2067,IT
2067,GB
918,US
1284,US
3929,US
2764,US
2763,US
1281,US
7076,US
3394,US
27441,JP
45517,US
33660,US
714,US
714,DE
714,JP
7387,US
7387,IT
7360,JP
7360,FR
7360,CA
7360,US
3424,US
3175,US
2003,US
2004,US
1882,JP
1882,US
5105,IT
5105,GB
4298,FR
750,GB
750,US
6662,US
3681,DE
3681,IT
3681,ES
25757,US
2208,GB
2000,US
2001,US
2002,US
1918,US
1204,GB
1982,US
6,US
44022,US
7004,US
33615,US
648,US
3623,US
45186,US
3033,US
3022,US
3629,US
913,US
5177,US
4327,US
2728,US
3362,US
1178,US
4432,US
1619,GB
1619,US
6214,FR
7218,US
898,US
1267,US
1303,GB
1303,US
4855,US
3676,US
7093,US
7698,US
3468,US
6184,GB
25750,US
5120,GB
6301,US
6301,GB
7072,US
3435,US
4848,FR
4848,US
47491,DK
47491,DE
247,NZ
8724,FR
8724,IT
2875,US
2875,FR
3787,CN
1953,US
3788,IT
3788,US
3788,GB
3584,US
7925,JP
2707,US
2843,DE
2843,YU
2843,GR
2843,FR
2843,AT
6385,NZ
6385,DE
4351,US
4351,JP
2672,US
2672,DE
2288,US
2288,CA
1212,GB
32179,FR
1129,US
27820,DE
27820,MN
47894,ES
47894,GB
47894,IE
47894,IT
47894,FR
47894,DE
47894,BE
47894,CH
48879,GB
48879,US
48879,FR
48879,ZA
48780,GB
48780,US
49824,US
27866,GB
27866,NZ
7619,US
46723,FR
46723,JP
46723,US
46723,MX
46723,MA
47629,IT
47629,GB
47629,FR
3176,US
515,GB
515,US
49651,US
49822,US
49822,FR
50804,IT
50804,FR
50804,CZ
50804,GB
50804,US
47950,US
47950,CA
51077,US
50068,US
50068,JP
51709,JP
51709,KR
50802,US
49961,GB
49961,US
46976,US
50601,US
59016,US
52287,US
52694,GB
51662,CA
51662,US
51662,BG
52328,GB
51939,US
51939,HK
6939,DE
6939,HU
7265,FR
7265,GB
7265,BE
7265,IT
7265,US
30803,JP
30803,KR
1665,GB
5325,US
6780,US
6780,GB
6780,JP
3535,CA
3535,US
5791,MX
5791,CA
5791,US
5477,ES
5477,FR
5015,US
1954,US
2409,US
2403,US
2402,US
2402,MX
2404,US
2410,US
49530,DE
49530,US
2411,US
2412,US
6898,DE
6898,GB
6898,ES
5836,US
48744,US
48744,NL
44301,FR
44301,FI
44301,DE
4597,US
48043,US
48043,CA
33880,US
1912,US
5225,MX
27878,US
27878,IN
3415,SU
1232,SU
47099,US
25753,US
4321,US
52579,GB
52579,FR
52579,CZ
15,US
15,FR
15,IT
15,DE
26285,US
2024,US
1186,US
488,US
2585,FR
2585,ES
2585,FI
6705,US
6705,NL
48394,ES
48394,US
48394,MX
40955,GB
40955,IE
48516,HK
48516,US
48997,FR
48997,US
48997,BE
48997,ES
48997,DE
6709,US
5954,US
5669,US
5669,CA
5669,DE
4902,ES
4902,MX
8938,US
3155,US
48696,US
3556,US
34528,US
73488,CN
73488,JP
73488,HK
73488,FR
73488,US
46530,US
1248,US
26717,US
3947,GB
7373,US
7373,CZ
47610,US
8905,US
8905,FR
8905,ES
8905,GB
4025,US
50005,US
50005,CN
50005,HK
33162,US
33162,GB
33162,ES
33162,DE
3439,HK
3439,US
3438,HK
3438,US
3440,US
3440,HK
48738,GB
48738,US
4901,US
4901,JP
4901,DE
4901,FR
4901,HK
5293,US
8798,US
3418,US
3418,GB
2502,US
43744,GB
43744,US
43744,DE
36537,US
4128,US
4641,GB
4641,US
4641,DE
6881,US
3686,US
3526,US
34148,FR
1273,DE
1273,US
6370,ES
6370,FR
44657,FR
53000,ES
53000,GB
6123,FR
2557,FR
53972,GB
53972,US
165,US
1370,US
5991,CA
5991,DE
5991,US
5219,DE
5219,GB
5219,CA
5219,FR
8861,GB
8861,US
8861,CA
1228,US
48304,GB
48304,US
2176,US
49286,US
7843,DE
6863,DE
6863,US
953,US
7347,US
337,US
3882,US
6216,DE
628,US
46972,US
46972,GB
7073,GB
7073,US
48214,US
48214,CA
48214,DE
3948,US
1343,US
8910,US
8910,DE
1176,FR
1176,NO
1176,PL
428,US
2962,GB
5678,GB
5678,CA
2482,GB
3896,US
56156,FR
56156,US
3039,US
4830,US
1485,US
2732,FR
1120,US
4326,US
1271,US
455,US
455,FR
34319,US
3968,US
3968,DE
377,US
1556,US
33166,DE
33166,US
2558,US
185,US
7008,IT
7008,FR
4808,US
805,US
49910,US
49910,DE
6059,US
4571,US
4980,US
157110,DE
8873,CL
8873,PE
8873,FR
8873,DE
8873,US
8873,GB
8873,AR
2944,GB
2944,US
39435,US
39435,MX
157108,DE
26704,US
34326,US
48262,US
34072,FR
34072,US
1610,US
5782,FR
6271,FR
8958,US
2363,JP
2365,JP
5638,JP
52283,US
2530,US
2533,US
2532,US
365,GB
365,FR
365,IT
365,LI
42723,US
42723,CZ
53435,CZ
53435,US
3018,US
34323,US
34323,DE
3499,US
1552,US
2531,US
22,US
948,US
3426,US
6305,GB
3148,US
4840,FR
48326,US
4727,GB
4727,US
4727,FR
60040,US
1947,US
59315,US
3705,US
59103,US
59103,HK
59103,CN
49932,US
49932,FR
49932,PL
4270,US
60937,DE
60937,HK
60937,CN
60937,CA
60937,US
51412,US
991,IE
991,US
991,GB
88140,US
1827,US
1827,GB
157,CA
157,US
47999,US
8622,US
2064,US
45950,US
8730,US
8730,GB
8730,TH
8128,FR
8128,DE
8128,IT
3791,US
5269,DE
5269,AT
5269,FR
7150,US
3497,US
1406,DE
1406,FR
6890,US
2337,GB
2337,US
5666,DE
5666,US
1529,US
1529,FR
1645,DE
1645,US
6345,US
6281,US
45726,US
7293,US
7016,US
36529,FR
36529,US
36529,DE
3325,US
3052,US
3052,GB
40826,US
27879,US
2605,US
2605,GB
54796,FR
54796,DE
2511,US
3174,US
46974,US
30892,US
4006,US
4006,JP
53996,US
936,US
86880,GB
86880,US
1884,US
3451,US
3441,US
3246,US
26510,US
2420,US
45880,US
45880,JP
45880,FR
2312,US
1196,US
1210,US
2628,US
5378,US
33493,US
4034,US
4034,DE
30822,US
2594,FR
2594,IT
2594,ES
4975,US
4975,ES
41571,FR
41571,US
41571,JP
3285,GB
3285,US
3469,US
224,US
2826,US
27803,IT
27803,ES
27803,FR
27803,US
52967,GB
52967,CA
52967,US
4155,US
3262,FR
3262,US
2640,GB
2640,US
7789,IR
7789,IL
7789,GB
7789,IN
7789,BA
7789,EG
7789,JP
7789,FR
7789,BF
7789,US
7789,MX
6534,US
95510,US
50158,US
4720,US
4720,FR
4720,ES
2396,US
2396,GB
942,US
5799,US
31737,GB
8532,US
282,US
2600,CA
2600,GB
2600,FR
37475,DE
37475,US
47200,US
51540,US
52724,US
39869,US
39869,FR
39869,IT
39869,DK
39869,SE
39869,NL
39869,GB
39869,DE
7254,US
7254,CA
2313,US
6162,AR
6162,US
6162,GB
5387,US
5613,IT
5613,FR
1656,GB
1656,US
66427,US
48001,KR
48001,JP
1892,US
8977,IT
8977,IN
8977,FR
8977,US
8977,TH
8977,MA
8977,NL
8977,DE
8977,GB
44189,US
1457,US
43419,FR
43419,MX
43419,US
8947,US
7078,US
2187,GB
53464,US
53464,DE
53464,GB
36517,CN
36517,GB
36517,DE
36517,US
53921,GB
53921,US
56389,CN
56389,US
56389,FR
56389,HK
53447,FR
53447,US
53519,US
54995,US
51314,FR
51314,IT
4367,JP
4367,GB
4367,US
4367,DE
6564,US
6564,GB
6564,DE
6564,JP
6564,HK
8534,GB
8534,FR
4903,US
7063,PE
7063,MX
7063,DE
55272,US
3247,US
3516,US
7009,US
55069,BE
55069,RO
55442,FR
55442,US
55814,FR
55814,US
55555,TR
55555,DE
4069,US
4069,DE
4069,GB
464,US
3004,US
638,FR
638,GB
5449,US
7324,MA
7324,US
3753,US
3753,DE
32029,US
32029,DE
2248,US
32659,FR
993,US
4776,US
2817,US
2817,GB
3072,US
2358,US
4238,DE
4238,CA
4238,US
45668,US
45668,KR
103,US
4020,US
7031,US
8644,DE
8644,US
62,US
6617,US
6617,GB
6867,US
4699,FR
4699,US
1541,US
8972,US
26947,DK
50872,US
339,US
3354,FR
3354,CA
3354,US
3301,CA
3301,US
6476,US
125,US
3685,US
102747,US
68319,US
54785,US
5081,GB
5081,US
3452,US
89,US
459,US
521,GB
521,US
7310,US
7310,NL
4866,US
5881,US
2706,US
2108,US
1968,US
2273,US
5628,JP
5628,FR
2490,US
4446,JP
4446,US
6862,US
43376,DE
1617,US
1100,US
7381,US
3752,US
436,US
3755,US
3959,US
5171,US
4387,FR
4387,US
1589,US
4267,US
4690,US
5962,DE
5962,US
49132,US
3316,US
1831,US
3926,US
3927,US
2835,US
1518,US
316,FR
316,US
4649,US
4770,US
49396,US
2163,US
4774,US
3331,US
53956,US
53956,GB
53956,DE
43936,DE
43936,US
4587,US
4587,GB
1355,US
53355,DE
490,US
5364,US
5364,DE
5364,CH
55118,GB
55118,US
55118,CA
64983,DE
64983,US
1639,US
469,FR
469,DE
469,DK
469,PT
469,US
6380,US
6454,US
50912,FR
51698,US
56171,US
56171,GB
52950,US
52950,RU
54259,US
54259,GB
54259,IS
55259,US
2688,DE
2688,US
3156,US
3156,DE
2797,US
33838,US
8981,US
8981,GB
7162,US
7162,RO
7162,IT
7162,GB
2882,US
2882,FR
2882,HU
3476,US
223,US
180,US
4734,US
45728,US
673,US
4174,US
295,US
65685,US
55995,US
57326,US
57326,DE
57326,CA
39449,US
494,US
2247,US
1396,US
1302,US
8604,FR
27193,FR
8605,FR
54908,FR
51931,US
49284,US
53894,US
3831,GB
3831,FR
2527,US
2179,US
3412,FR
3412,US
73804,ES
73804,IT
73804,FR
73804,DE
73804,BE
4189,US
31553,US
8920,US
27397,KR
49524,US
4203,US
59501,PL
59501,US
59501,SI
59501,CZ
1190,ES
6442,FR
6442,ES
6442,PT
49649,HU
49649,US
49649,GB
1197,US
5418,DE
5418,US
5418,CZ
8665,US
8665,DE
54286,ES
54286,FR
54286,DE
54286,US
31437,JP
5838,FR
27808,US
8189,FR
8189,IT
5303,US
30812,US
30812,DE
4234,IE
4234,US
7303,US
8800,BE
8800,GB
8800,US
4008,US
4545,US
4130,US
4002,US
39414,US
7015,US
7012,US
4063,US
4121,US
4679,US
4509,US
2100,US
2458,US
3512,US
4041,US
315,PE
315,US
5065,US
1701,US
1285,US
5957,US
5957,AU
1625,US
44974,US
407,US
3798,US
2321,US
26152,US
6290,US
2792,US
1748,AU
1748,US
2710,US
3081,FR
3081,US
3081,DE
4000,GB
4000,US
6242,JP
5502,US
6734,FR
6734,US
3076,US
53993,US
5475,FR
5475,DZ
2943,FR
7123,CA
7123,JP
7123,GB
4167,DE
4167,US
5508,GB
5151,FR
5151,US
5151,GB
5945,US
1127,US
5902,US
410,US
345,US
345,AU
2227,GB
2211,GB
3649,US
900,US
4718,US
6620,US
4733,DE
4733,US
7748,FR
7748,IT
3300,US
372,US
8371,US
142020,FR
42007,US
42007,DE
6687,US
6323,US
27721,US
27721,FR
26225,FR
2071,US
6671,NZ
6671,AU
6671,GB
1428,AU
5365,DE
5365,FR
1694,US
952,US
1784,US
27368,DE
27368,FR
2827,US
2124,US
1770,US
1770,GB
3107,US
830,US
31923,GB
31923,ES
31923,US
1409,US
53974,AU
53974,US
71999,SU
52975,GB
52975,US
51834,GB
2717,US
3219,US
26237,US
8033,US
6460,DE
6460,FR
6460,IT
8521,US
53953,US
7208,US
2333,GB
2333,US
1278,US
2648,US
273,JP
273,US
273,GB
31804,US
31804,RU
344,US
1911,US
8928,GB
7243,US
7080,US
1256,US
4578,US
671,US
8092,US
3928,US
7900,GB
2651,US
905,US
2652,GB
945,US
3462,US
954,US
25856,US
951,US
2935,US
6856,US
7070,US
1254,US
44759,ES
44759,GB
44759,US
44759,DE
6614,US
1226,US
3871,US
25996,US
7013,US
3365,US
1952,US
37444,FR
2303,US
5956,IT
5956,US
5414,US
3741,US
4390,FR
2018,US
4844,US
2730,GB
2730,US
7022,JP
27704,JP
1405,US
39292,US
39292,JP
39292,FR
39292,GB
8581,US
2612,US
27850,US
53129,US
6552,GB
2286,GB
2286,US
27904,US
204,US
71810,US
2245,US
2757,US
950,US
3555,US
3555,FR
4936,US
4529,DE
50514,DK
50514,SE
3186,US
3186,DE
54004,US
838,US
63062,US
305,US
885,US
51086,US
51086,DE
832,US
1644,US
944,US
2338,US
55553,NZ
55553,KR
4941,NL
4941,US
4941,GB
7151,LU
7151,GB
7151,FR
54276,AU
54276,US
5525,IT
5525,DE
5525,AT
5525,CH
7051,FR
7051,US
2188,US
48783,US
27178,DE
26122,JP
25940,US
2940,US
7766,JP
5498,JP
6669,JP
4285,US
158388,US
26359,FR
26359,IT
26359,DE
32770,DK
56286,CA
56286,FR
56286,DE
56286,US
37729,US
2742,FR
4492,US
4018,US
8917,US
2174,US
5379,US
5088,FR
5970,US
26599,ES
1441,US
4572,US
5632,GB
5632,IE
5574,US
5574,FR
4239,US
54999,US
5464,US
65130,US
65130,GB
51080,GB
51080,US
931,US
8879,GB
8879,US
77688,FR
4212,GB
3067,ES
1407,US
1717,US
3273,US
5909,JP
3784,US
3785,US
4388,US
4388,CA
6888,US
44972,US
26645,FR
50440,US
8012,JP
4625,CA
4625,US
617,ES
617,FR
3977,US
55052,US
55052,GB
55052,FR
40629,FR
40629,US
40629,GB
54736,DE
54736,US
7411,US
33499,DE
33499,US
8916,US
55080,US
1873,US
1586,US
2311,US
44929,AU
36401,US
36401,CZ
6565,US
45732,US
72330,US
266,US
1488,US
2269,US
1131,FR
1132,FR
68,FR
1150,FR
4705,FR
4705,IT
1264,FR
4612,CA
4612,FR
1974,US
8239,ES
8239,MX
55363,US
55363,GB
55363,CA
55282,US
55282,NZ
55946,US
55274,GB
55274,US
55274,FR
2336,GB
2336,US
55278,GB
55278,US
56152,US
55269,US
26729,US
6807,GB
5266,US
42632,KR
32019,US
7982,KR
8950,US
8950,ES
8950,BE
5984,FR
5984,CA
5984,DE
59725,US
55276,US
17,GB
4205,US
55253,TW
55253,HK
55253,CN
55253,US
6666,IT
6666,FR
6666,ES
32875,FR
8362,US
6572,US
5400,US
5400,CA
5400,DE
63312,DE
55110,AU
55110,US
51255,US
51255,FR
51255,GB
4083,US
48412,US
54190,US
27592,KR
426,US
56003,US
56003,FR
56003,DE
55290,US
4436,US
57147,FR
57147,GB
57147,US
4424,IT
4424,DE
2724,US
911,US
3328,JP
3328,GB
3328,DE
3328,US
3328,FR
6973,US
1687,DE
1687,JP
1687,GB
1687,FR
1687,US
1687,CA
3549,US
66320,US
179073,FR
179073,IT
27831,GB
823,FR
54771,AU
54771,US
4969,US
8207,FR
8207,GB
6185,DE
6185,GB
6185,US
6003,US
144606,US
6003,US
144606,US
7236,US
4110,GB
64957,US
2922,US
31658,JP
7085,US
58839,DE
58839,US
61323,US
61323,FR
61323,GB
2572,US
6183,US
55830,FR
55830,US
227,US
3978,US
66198,DE
66198,US
66198,GB
62511,US
1603,US
52973,US
5046,US
3536,US
6952,US
27716,DK
4273,FR
4273,JP
2304,GB
52885,JP
2141,US
55765,US
55765,GB
4220,US
4202,US
1673,US
6868,CA
6868,US
6982,FR
4021,MX
4021,US
60950,US
60950,FR
60950,ES
5007,US
7238,PL
133879,GB
47937,GB
47937,HU
47937,DE
3738,US
8727,US
55872,US
8865,US
8865,GB
6993,US
6374,US
6374,DE
3089,IT
8195,FR
8195,IT
6772,FR
50923,US
54648,US
4701,US
54997,US
8754,GB
6581,GB
5346,US
31952,HU
7225,US
50842,DE
50842,IS
50842,FR
50842,IT
50842,DK
50842,SE
38061,US
3577,US
8965,US
4225,AU
57243,FR
57243,IL
57243,US
5013,US
5013,IT
47254,CA
47254,GB
47254,US
7024,IT
7024,FR
55116,HR
55116,BA
55116,US
159510,IT
27003,FR
27003,US
38294,GB
38294,CA
38294,AU
38294,IS
38294,US
53161,KR
3593,US
3593,CA
6882,JP
457,US
5602,GB
7587,FR
7587,IT
7367,US
27815,CH
27815,FR
27815,DE
8197,JP
8197,FR
2985,US
2986,US
519,US
3827,US
55768,US
2897,FR
2897,IT
6768,DE
6768,US
3608,US
2950,US
3360,US
49389,US
55444,AU
55444,GB
55444,US
4079,US
55729,US
8196,US
53123,IE
137,US
1948,GB
2180,US
4928,ES
4928,FR
668,IN
45062,US
2423,US
7657,JP
144522,JP
5220,AU
5220,US
4305,US
2177,US
54274,US
56145,US
495,FR
495,JP
27865,JP
156,US
7980,GB
7980,US
1809,JP
55247,US
8016,US
5699,US
2524,US
6386,US
4337,US
3198,US
1262,US
55451,US
4056,US
4056,CH
2068,DE
2068,SE
2068,FR
7173,US
199,DE
199,FR
6039,US
2264,US
4023,US
32469,US
3668,IT
3668,GB
5890,NO
6279,CA
6279,FR
6279,IE
6279,GB
5255,US
56941,US
5021,US
6156,HK
6156,US
72591,US
1894,US
7046,US
259,US
1609,US
4161,MX
4161,US
431,US
48872,FR
173963,CZ
8596,GB
8596,US
4407,US
4407,GB
1339,US
1760,US
1760,GB
52604,DE
52604,US
6250,US
1346,US
5463,IE
5463,GB
5463,US
3248,SK
3248,US
256,US
3825,US
1713,US
5026,FR
26464,US
1006,US
5307,US
2596,US
5720,IT
5489,FR
5489,DE
2890,US
108192,US
108192,FR
2316,US
31223,US
5016,US
5016,CA
26745,US
6615,US
2109,US
6992,US
56176,US
30818,DE
30818,GB
30818,US
56174,US
2699,US
1495,US
1495,JP
34520,US
168,US
3952,US
3952,GB
3952,DE
2587,US
6203,US
56339,ES
56788,US
2606,US
56949,US
56805,US
55280,US
6684,IT
6684,FR
915,US
1616,US
56775,US
55190,GB
55190,FR
6461,US
6405,US
6405,GB
60647,LT
60647,GB
60647,DE
60647,ES
60647,BE
60647,US
51705,FR
219,US
